mission name	date	data
STS-130	02/13/2010	“Too Much Stuff” by Delbert McClinton, played for Mission Specialist Stephen Robinson.
STS-130	02/14/2010	“Forty Years On” the Harrow School (London) song, for Harrow  alumnus Mission Specialist Nicholas Patrick.
STS-130	02/15/2010	“Parabola” performed by Tool for Mission Specialist Robert Behnken. 
STS-130	02/16/2010	"“Window on the World” by Jimmy Buffett, played for Mission Specialist Kathryn Hire. ""That song is very appropriate today,"" said Endeavour mission specialist Kay Hire. ""On a day that we'll be working on opening our new window on the world."" ""Our wakeup music today on Endeavour was Jimmy Buffett's 'Window on the World,'"" astronaut Steve Robinson observed. ""I think that came from Kay's family."" "
STS-130	02/17/2010	“Oh Yeah” by Johnny A., played for Mission Specialist Stephen Robinson.
STS-130	02/18/2010	“I’m Gonna Be (500 Miles)” by Steven Curtis Chapman played for Pilot Terry Virts.
STS-130	02/19/2010	“In Wonder” by Newsboys, played for Pilot Terry Virts.
STS-130	02/20/2010	“The Distance” by Cake, played for all six astronauts from their flight control team in the Mission Control Center in Houston. 
STS-130	02/21/2010	“The Marines’ Hymn” played for Commander George Zamka, who is a colonel in the Marine Corps.
STS-131	04/05/2010	“Find Us Faithful” performed by Steve Green. It was played for veteran Mission Specialist Clayton Anderson, who spent 152 days as a member of the Station’s Expedition 15 crew in 2007. 
STS-131	04/06/2010	“I Will Rise” by Chris Tomlin, was played for Pilot James P. Dutton Jr. 
STS-131	04/07/2010	“The Pigeon and a Boy” by Joe Hisaishi, played for Japan Aerospace Exploration Agency astronaut Naoko Yamazaki. 
STS-131	04/08/2010	“Defying Gravity”, from the musical “Wicked”, sung by Idina Menzel and Kristen Chenoweth, played for Mission Specialist Dottie Metcalf-Lindenburger. 
STS-131	04/09/2010	“We Weren’t Born to Follow” by Bon Jovi, played for Mission Specialist Rick Mastracchio.
STS-131	04/10/2010	“Stairway to the Stars” by Ella Fitzgerald, played for Mission Specialist Stephanie Wilson.
STS-131	04/11/2010	“Because We Believe”, by Andrea Bocelli for Commander Alan G. Poindexter.
STS-131	04/12/2010	"""Galileo"" by the Indigo Girls for Mission Specialist Dottie Metcalf-Lindenburger and the rest of the crew."
STS-131	04/13/2010	“Miracle of Flight” by Mike Hyden, played for Mission Specialist Clayton Anderson.
STS-131	04/14/2010	“The Earth in the Color of Lapis Lazuli” by Seiko Matsuda for Naoko Yamazaki.
STS-131	04/15/2010	“Theme from Stargate” played for Mission Specialist Rick Mastracchio.
STS-131	04/16/2010	“Joy” performed by the Newsboys selected for Pilot James P. Dutton Jr.
STS-131	04/17/2010	“What a Wonderful World”, by Louis Armstrong for Mission Specialist Stephanie Wilson.
STS-131	04/18/2010	“The Star Spangled Banner”,played for Commander Alan G. Poindexter.
STS-131	04/19/2010	“On the Road Again” by Willie Nelson for the crew.
STS-132	05/15/2010	“You’re My Home” performed by Billy Joel. The song was played for   Commander Ken Ham.
STS-132	05/16/2010	“Sweet Home Alabama” performed by Lynyrd Skynyrd, was played for Tony Antonelli.
STS-132	05/17/2010	“Alive Again” performed by Matt Maher was played for Mike Good.
STS-132	05/18/2010	“Macho Man” performed by The Village People was played for Garrett Reisman.
STS-132	05/19/2010	“Start Me Up” by the Rolling Stones was played for Piers Sellers.
STS-132	05/20/2010	“Welcome to the Working Week” by Elvis Costello was played for Stephen  Bowen.
STS-132	05/21/2010	“Traveling Light” performed by JJ Cale was played for Piers Sellers. 
STS-132	05/22/2010	“Lord We Have Seen the Rising Sun” by Matt Redman was played for  Mission Specialist Mike Good.
STS-132	05/23/2010	“These Are Days” performed by 10,000 Maniacs played for Pilot Tony Antonelli.
STS-132	05/24/2010	The theme to “Wallace and Gromit” played for Steve Bowen. 
STS-132	05/25/2010	“Empire State of Mind” performed by Jay Z and Alicia Keys was played for Garrett Reisman. 
STS-132	05/26/2010	“Supermassive Black Hole” performed by Muse was played for Ken Ham.
STS-133	02/25/2011	“Through Heaven's Eyes” performed by Brian Stokes Mitchell on the “The
STS-133	02/27/2011	“Java Jive” as performed by The Manhattan Transfer quartet, was played
STS-133	02/28/2011	“Oh What a Beautiful Morning” by Davy Knowles and Back Door Slam was played for Mission Specialist Nicole Stott.
STS-133	03/01/2011	“Happy Together” by The Turtles. The song was played for Mission    Specialist Steve Bowen.
STS-133	03/02/2011	"""The Speed of Sound"" by Coldplay. It was played for Pilot Eric Boe."
STS-133	03/03/2011	“City of Blinding Lights” by U2. It was for all the crew members.
STS-133	03/04/2011	“The Ritual/Ancient Battle/2nd Kroykah,” from volume two of “Star Trek:
STS-133	03/05/2011	Bowling for Soup’s “Ohio (Come Back to Texas),” which was played for
STS-133	03/07/2011	The “Theme from Star Trek,” performed by Alexander Courage, served as
STS-133	03/08/2011	“Blue Sky” by Big Head Todd and the Monsters. The song was performed
STS-133	03/09/2011	“Coming Home” by Gwyneth Paltrow chosen by the International Space  Station flight control teams that supported the crew.
STS-134	05/16/2011	“Beautiful Day” performed by U2. The song was played for Commander   Mark Kelly. Wounded U.S. Rep. Gabrielle Giffords helped start the first full work day in space for her husband and the crew of the space shuttle Endeavour with the song. It's the same song Giffords sent as a wake-up call to Mark Kelly in 2006 when they were just dating. But this time the message-of-hope lyrics seemed to have a special meaning given her recovery from being shot in the head Jan. 8 in Arizona. 
STS-134	05/17/2011	“Drops of Jupiter”, a song by the band Train played for Pilot Greg Johnson, a tune selected for Johnson by his family and radioed up to the shuttle by Mission Control. 
STS-134	05/18/2011	“Luna,” performed by Jose Serrano for his friend Greg Chamitoff
STS-134	05/19/2011	“We All Do What We Can Do.” The song was sent up for Mike Fincke by shuttle thermal protection system engineer Dan Keenan, and Kenny McLaughlin, a Kennedy Space Center launch pad engineer. The two shuttle workers created the song to honor those who have helped make the space program a success.
STS-134	05/20/2011	“In View” performed by Tragically Hip. The song was played for Andrew Feustel.
STS-134	05/21/2011	“Il Mio Pensiero” performed by Ligabue. The song was played for Roberto Vittori.
STS-134	05/22/2011	“Times Like These” by the Foo Fighters for Mission Specialist Andrew Feustel.
STS-134	05/23/2011	“Svegliarsi La Mattina (Woke Up This Morning)” by the Italian duo Zero Assoluto, uplinked especially for Mission Specialist Roberto Vittori of Italy.
STS-134	05/24/2011	“Real World” by Matchbox 20 for shuttle Pilot Greg Johnson.
STS-134	05/25/2011	“Countdown” by the Canadian band Rush, played for Mission Specialist Mike Fincke. Fincke described how his friends Greg Shurtz and NASA employee Ken Fisher chose the song because the band was inspired to write it and the album “Signals” after viewing the launch of STS-1. Fincke went on to say the song was played as a tribute to the space shuttle program, which has inspired people around the world.
STS-134	05/26/2011	A modified version of the song “Fun, Fun, Fun” with shuttle-themed lyrics, played for all six STS-134 crew members.
STS-134	05/27/2011	“Will You Carry Me?” performed by Michael FitzPatrick. FitzPatrick has been an Electrical, Environmental, Consumables, and Mechanical flight controller at NASA's Johnson Space Center for more than 20 years and supported 80 missions.
STS-134	05/28/2011	“Galaxy Song” performed by Clint Black. The song was dedicated to the whole crew by the flight control team.           
STS-134	05/29/2011	"“                  “Slowness” by the Tucson, Arizona-based band Calexico, was played for Kelly. Mark Kelly picked Calexico's ""Slowness"" as a wake-up call to honor his wife, Congresswoman Gabrielle Giffords, and her hometown, Tucson. Kelly tells mission control in Houston that Gabby “really wants to get back there and is really looking forward to that, so it’s an appropriate song. That’s coming soon."""
STS-134	05/30/2011	The original composition “Dreams You Give” by Brain Plunkett, the second place winner in the Space Shuttle Program’s Original Song Contest, which drew more than 1,300 entries. More than a million votes were cast online by the general public to choose two songs from among 10 finalists to be played to the astronauts.
STS-134	05/31/2011	“Sunrise Number 1,” performed by the band Stormy Mondays. This song was chosen in an online vote of the general public as the winner in the Space Shuttle Program’s Original Song Contest, which attracted 1350 entrants.
STS-135	07/09/2011	“Viva la Vida” performed by Coldplay, a song picked by STS-135 Pilot Doug Hurley. The song was accompanied by a special good morning message recorded by employees at NASA’s Marshall Spaceflight Center in Huntsville, Alabama, the NASA center that has managed the Space Shuttle’s solid rocket boosters, main engines and external tank throughout the program’s history.
STS-135	07/10/2011	“Mr. Blue Sky” by Electric Light Orchestra played for Commander Chris Ferguson.
STS-135	07/11/2011	“Tubthumping” by Chumbawamba played for Mission Specialist Sandy Magnus.
STS-135	07/12/2011	“More” by Matthew West played for Mission Specialist Rex Walheim.
STS-135	07/13/2011	"Flight Day 6 was kick-started for the STS-135 astronauts with a special wake-up message from Elton John and one of the legendary performer’s greatest hits. ""Rocket Man"" debuted around the time of the Apollo 16 mission, which sent men to the moon for the fifth time. The 4-½ minute song, which describes a long-term space bound astronaut’s mixed feelings at leaving his family to do his job, has been played to awaken four shuttle crews aboard Discovery and Atlantis. ""Rocket Man"" also, one of NASA’s top 40 wakeup call songs listed for voter selection during a contest to commemorate the Space Shuttle Discovery and Endeavour’s last missions, earned nearly 5,000 votes from the public. The song inspired by space exploration woke up the final space shuttle crew of Atlantis one last time: ""Good morning Atlantis, this is Elton John. We wish you much success on your mission. A huge thank you to all the men and women at NASA who worked on the shuttle for the last three decades."""
STS-135	07/14/2011	"Michael Stipe front man for R.E.M. started  the crew’s day with an A capella version of the group’s hit, ""Man on the Moon"". On recording this song for the Atlantis’ last crew Stipe said, “I recorded ‘Man on The Moon’ for NASA in Venice, Italy, where Galileo first presented to the Venetian government his eight-power telescope, and in 1610 wrote 'The Starry Messenger' (Sidereus Nuncius), an account of his early astronomical discoveries that altered forever our view of our place in the universe.”"
STS-135	07/15/2011	"Sir Paul McCartney greeted the Atlantis crew with the Beatles favorite ""Good Day Sunshine"". ""Good morning guys, wake up! And good luck on this, your last mission. Well done,"" McCartney said in a message recorded pre-launch for the final space shuttle crew."
STS-135	07/16/2011	"""Run the World (Girls)"" After being awakened by a special greeting from songstress Beyonce Knowles. Beyonce also known as Sasha Fierce was born in Houston, also home of the final shuttle astronauts: Chris Ferguson, Doug Hurley, Sandy Magnus and Rex Walheim. Beyonce brought it on orbit when “Girls” was played for the entire crew as a tribute to the final shuttle mission and also to women in space: “Good morning Atlantis, this is Beyonce. Sandy, Chris, Doug and Rex, you inspire all of us to dare to live our dreams, to know that we’re smart enough and strong enough to achieve them. This song is especially for my girl, Sandy, and and all the women who’ve taken us to space with them and the girls who are our future explorers.”"
STS-135	07/17/2011	"""Celebration"" by Kool and the Gang, played for Mission Specialist Sandy Magnus. The song was accompanied by a special good morning message recorded by employees at NASA's Stennis Space Center in southern Mississippi, the NASA center that is home to the test stands that verified each of the main engines that helped propel space shuttles into low Earth orbit, including the three used in the STS-135 launch.  “Good morning Atlantis, from your friends at Stennis Space Center,” Stennis employees said. “It’s time to fire up your engines – laissez les bons temps rouler!” "
STS-135	07/18/2011	"""Days Go By"" by Keith Urban, which was played for Mission Specialist Rex Walheim. The song was accompanied by a special good morning message recorded by employees at NASA's Johnson Space Center in Houston, TX. The NASA center is home not only to the astronaut corps, but also Mission Control and the Space Shuttle Program. “Good morning, Atlantis, from all of us at the Johnson Space Center!” chorused an auditorium-full of Johnson employees in a message recorded before Atlantis’ launch. “Have a great mission!”"
STS-135	07/19/2011	"""Don't Panic"" by Coldplay, which was played for Pilot Doug Hurley. This was the last wakeup song played for a shuttle crew while docked to the International Space Station. Coldplay's “Viva la Vida” was the wakeup music for the crew on Flight Day 2."
STS-135	07/20/2011	"""Fanfare for the Common Man"" by Aaron Copland played for Commander Chris Ferguson. It was followed by a prerecorded message from Kennedy Space Center employees. “Three … two … one … Good morning, Atlantis!” the group said. “Kennedy salutes you. See you back at wheels stop!” Kennedy is home to the space shuttle fleet, along with its launch pads and the people who prepared the shuttles for each trip into space."
